!Clamp R On && ! Active eCall On && !RST	!Clamp R включен && ! Active eCall включен && !RST
% Tastverhaeltnis	% Скважность
% Tastverhältnis	% Скважность
AV_0_2_Parkmanöverassistent aktiv	AV_0_2_ассистент парковочных манёвров активен
AV_0_3_EHC2: Druckmangel	AV_0_3_EHC2: недостаток давления
AV_0_4_ABS-Bremsung in den Stillstand	AV_0_4_торможение ABS до остановки
AV_0_5_Fahrbahnlängsneigung (Steigung/Gefälle) zu groß	AV_0_5_продольный уклон дороги (подъём/спуск) слишком велик
AV_0_6_Lenkwinkeländerung erkannt	AV_0_6_обнаружено изменение угла поворота руля
AV_0_7_Lenkeinschlag erkannt	AV_0_7_обнаружен поворот руля
AV_0_8_HDC aktiv	AV_0_8_HDC активен
AV_0_9_Frühwarnung Steigung Fahrwiderstand(Hyb)	AV_0_9_раннее предупреждение о сопротивлении движению на подъёме (Hyb)
AV_0_9_Frühwarnung Steigung Fahrwiderstand(Hyb)/Nothalteassistent	AV_0_9_раннее предупреждение о сопротивлении движению на подъёме (Hyb)/ассистент экстренной остановки
AV_1_0_Geschwindigkeit zu hoch	AV_1_0_скорость слишком высокая
AV_1_10_Minimales Bremsmoment	AV_1_10_минимальный тормозной момент
AV_1_10_Motorlauf durch Remotestart	AV_1_10_работа двигателя из-за дистанционного запуска
AV_1_11_Minimales Bremsmoment	AV_1_11_минимальный тормозной момент
AV_1_1_Getriebe nicht kraftschlussfrei (HS)	AV_1_1_коробка передач не свободна от сцепления (HS)
AV_1_2_Getriebe in N (AT)	AV_1_2_коробка передач в N (AT)
AV_1_3_Getriebe in P (AT)	AV_1_3_коробка передач в P (AT)
AV_1_4_Rangieren erkannt	AV_1_4_обнаружено маневрирование
AV_1_5_Motorlauf durch Remotestart	AV_1_5_работа двигателя из-за дистанционного запуска
AV_1_6_ineffiziente Start/-Stoppzeiten erkannt (Stop&Go)	AV_1_6_обнаружены неэффективные времена старт/стоп (Stop&Go)
AV_1_6_ineffiziente Start/-Stoppzeiten erkannt (Stop&Go) (AT)	AV_1_6_обнаружены неэффективные времена старт/стоп (Stop&Go) (AT)
AV_1_7_ACC Betrieb Hybrid	AV_1_7_режим работы ACC гибрид
AV_1_8_Kundenbremsschwelle MSA nicht überschritten	AV_1_8_клиентский порог торможения MSA не превышен
AV_2_10_Klimamanagement: Beschlag	AV_2_10_управление климатом: запотевание
AV_2_11_Klimamanagement: Beschlag	AV_2_11_управление климатом: запотевание
AV_2_12_EGS (Vermeidung Auto-P)	AV_2_12_EGS (предотвращение Auto-P)
AV_2_12_EGS (Vermeidung Auto-P) (AT)	AV_2_12_EGS (предотвращение Auto-P) (AT)
AV_2_13_Bremsverhalten (Vermeidung Auto-N)	AV_2_13_поведение торможения (предотвращение Auto-N)
AV_2_15_Lüfternachlauf (Diesel)	AV_2_15_дотяжка вентилятора (дизель)
AV_2_1_Klimamanagement (Dienste 4)/ Heizanforderung	AV_2_1_управление климатом (службы 4)/ запрос отопления
AV_2_2_Getriebe betriebsbedingt nicht bereit (AT)	AV_2_2_коробка передач эксплуатационно не готова (AT)
AV_2_3_Verfügbarkeit der Zustarteinrichtung	AV_2_3_доступность устройства дозапуска
AV_2_5_Getriebe AV (zu hohe Abtriebsdrehzahl)	AV_2_5_коробка передач AV (слишком высокая частота вращения на выходе)
AV_2_5_Getriebe AV (zu hohe Abtriebsdrehzahl)(AT)	AV_2_5_коробка передач AV (слишком высокая частота вращения на выходе)(AT)
AV_2_6_Getriebe AV (nicht geeigneter Gang)	AV_2_6_коробка передач AV (неподходящая передача)
AV_2_6_Getriebe AV (nicht geeigneter Gang)(AT)	AV_2_6_коробка передач AV (неподходящая передача)(AT)
AV_2_7_Getriebe AV (Befüllvorgang HIS nicht fertig)	AV_2_7_коробка передач AV (процесс заполнения HIS не завершён)
AV_2_7_Getriebe AV (Befüllvorgang HIS nicht fertig)(AT)	AV_2_7_коробка передач AV (процесс заполнения HIS не завершён)(AT)
AV_2_8_Getriebe AV (Getriebeöltemperatur zu hoch oder niedrig)	AV_2_8_коробка передач AV (температура масла коробки слишком высокая или низкая)
AV_2_8_Getriebe AV (Getriebeöltemperatur zu hoch oder niedrig)(AT)	AV_2_8_коробка передач AV (температура масла коробки слишком высокая или низкая)(AT)
AV_2_9_Klimamanagement: Kühlanforderung Komfort	AV_2_9_управление климатом: запрос охлаждения комфорт
AV_3_0_AV aus Komfortgründen	AV_3_0_AV по причинам комфорта
AV_3_10_EM1 als Startsyst nur mit begrenzter Leistung verfuegbar	AV_3_10_EM1 как стартовая система доступна только с ограниченной мощностью
AV_3_11_SOC niedrig / SOC Hold	AV_3_11_SOC низкий / удержание SOC
AV_3_12_Verhinderung geführtes Abstellen	AV_3_12_предотвращение управляемой остановки
AV_3_1_HVMP: SoC zu niedrig	AV_3_1_HVMP: SoC слишком низкий
AV_3_1_HVMP: SoC zu niedrig / kein SOC Hold	AV_3_1_HVMP: SoC слишком низкий / нет удержания SOC
AV_3_2_HVMP: SoC zu hoch	AV_3_2_HVMP: SoC слишком высокий
AV_3_3_HCMP: Boardnetzlast zu hoch	AV_3_3_HCMP: нагрузка бортовой сети слишком высокая
AV_3_4_HVMP: Temp zu niedrig	AV_3_4_HVMP: температура слишком низкая
AV_3_5_HVMP: Temp zu hoch	AV_3_5_HVMP: температура слишком высокая
AV_3_6_AV weil Ablegen während eFahren nicht erwünscht (K0 offen)	AV_3_6_AV из-за нежелательного отключения во время электродвижения (K0 открыта)
AV_3_7_fehlerbedingter AV durch Notlauf	AV_3_7_AV по причине неисправности из-за аварийного режима
AV_3_8_AV bei GB2-Schaltung	AV_3_8_AV при переключении GB2
AV_3_9_AV_durch St_msa_rex	AV_3_9_AV из-за St_msa_rex
AV_4_10_FEPM: Bordnetzstrom hoch	AV_4_10_FEPM: ток бортовой сети высокий
AV_4_11_FEPM: Startspannungslage	AV_4_11_FEPM: уровень напряжения при пуске
AV_4_13_Ausstiegsabsicht SSM-Siko	AV_4_13_намерение выхода SSM-Siko
AV_4_13_Delta-Geschwind. MSA 2.5	AV_4_13_дельта скорости MSA 2.5
AV_4_14_Anzeigen Mindestgeschwindigeit/ Zustartlimitierung(Hyb)	AV_4_14_индикация минимальной скорости/ ограничение дозапуска (Hyb)
AV_4_14_Anzeigen Mindestgeschwindigkeit/ Zustartlimitierung(Hyb)	AV_4_14_индикация минимальной скорости/ ограничение дозапуска (Hyb)
AV_4_15_Serpentinenerkennung (Hyb)	AV_4_15_распознавание серпантина (Hyb)
AV_4_1_12V-Powermanagement / FEPM: Batterieladezustand niedrig	AV_4_1_управление питанием 12В / FEPM: заряд аккумулятора низкий
AV_4_1_12V-Powermanagement / FEPM: Batterieladezustand niedrig / 48V Startleistung niedrig	AV_4_1_управление питанием 12В / FEPM: заряд аккумулятора низкий / стартовая мощность 48В низкая
AV_4_2_Umgebungstemperatur zu niedrig	AV_4_2_температура окружающей среды слишком низкая
AV_4_2_niedriger Luftdruck	AV_4_2_низкое атмосферное давление
AV_4_3_Kommunikation DME-EGS ausgefallen	AV_4_3_связь DME-EGS нарушена
AV_4_3_Kommunikation DME-EGS ausgefallen (AT)	AV_4_3_связь DME-EGS нарушена (AT)
AV_4_5_Mindestlaufzeit (VM) nicht erreicht	AV_4_5_минимальное время работы (VM) не достигнуто
AV_4_6_Mindestgeschwindigkeitsschwelle nicht erreicht	AV_4_6_Порог минимальной скорости не достигнут
AV_4_7_Zeitfenster für Stopp abgelaufen	AV_4_7_Временное окно для остановки истекло
AV_4_7_Zeitfenster für Stopp abgelaufen/MA-Segeln	AV_4_7_Временное окно для остановки истекло/MA-накат
AV_4_8_FEPM: Batterietemperatur niedrig	AV_4_8_FEPM: температура батареи низкая
AV_4_9_FEPM: Batterietemperatur hoch	AV_4_9_FEPM: температура батареи высокая
AV_5_0_Motordrehzahl zu hoch (B_msafav0b)	AV_5_0_Обороты двигателя слишком высокие (B_msafav0b)
AV_5_10_Aktivkohlefilterbeladung zu hoch (B_msasav16)	AV_5_10_Загрузка угольного фильтра слишком высокая (B_msasav16)
AV_5_11_Kraftstoffqualität (B_msasav1b)	AV_5_11_Качество топлива (B_msasav1b)
AV_5_12_Katalysatortemp zu niedrig (B_msasav05)	AV_5_12_Температура катализатора слишком низкая (B_msasav05)
AV_5_12_Katalysatortemp zu niedrig / Kattemp RDE	AV_5_12_Температура катализатора слишком низкая / темп. кат. RDE
AV_5_13_Warmlauf fuer Abgastest	AV_5_13_Прогрев для теста выхлопа
AV_5_14_Zu viel Ehtanol im Öl(B_msafav10)	AV_5_14_Слишком много этанола в масле (B_msafav10)
AV_5_14_Zu viel Ethanol im Öl(B_msafav10)	AV_5_14_Слишком много этанола в масле (B_msafav10)
AV_5_15_Anzeigen Mindestgeschwindigkeit	AV_5_15_Индикация минимальной скорости
AV_5_1_VM Zustand UESA (HYB) (B_msafav11)	AV_5_1_Состояние VM UESA (HYB) (B_msafav11)
AV_5_2_Motorselbstlauffähigkeit (B_msafav12)	AV_5_2_Способность двигателя работать самостоятельно (B_msafav12)
AV_5_3_Motorkuehlwtemp zu niedrig (B_msasav04)	AV_5_3_Температура охлаждающей жидкости слишком низкая (B_msasav04)
AV_5_4_Motorkuehlwtemp zu hoch (B_msasav1d)	AV_5_4_Температура охлаждающей жидкости слишком высокая (B_msasav1d)
AV_5_5_MSA-inkompatible Motoradaption läuft (B_msasav06)	AV_5_5_Несовместимая с MSA адаптация двигателя выполняется (B_msasav06)
AV_5_6_Dieselpartikelfilter in Regeneration (B_msasav07)	AV_5_6_Регенерация сажевого фильтра (B_msasav07)
AV_5_6_Dieselpartikelfilter in Regeneration (B_msasav07) /OPF	AV_5_6_Регенерация сажевого фильтра (B_msasav07) /OPF
AV_5_6_Dieselpartikelfilter in Regeneration /OPF / RDE (LLDENOX)	AV_5_6_Регенерация сажевого фильтра /OPF / RDE (LLDENOX)
AV_5_7_Zylindergleichstellung oder Injektioradaption (B_msasav08)	AV_5_7_Выравнивание цилиндров или адаптация инжектора (B_msasav08)
AV_5_8_Msa-relevanter Motorfehler (B_msasav09)	AV_5_8_Значимая для MSA неисправность двигателя (B_msasav09)
AV_5_9_Motoröltemp zu hoch (B_msasav0a)	AV_5_9_Температура моторного масла слишком высокая (B_msasav0a)
AV_6_3_Vorderfahrzeug fährt	AV_6_3_Впереди идущий автомобиль движется
AV_6_4_Abbiegewunsch nicht kreuzungsnah	AV_6_4_Намерение поворота не вблизи перекрестка
AV_6_5_Abbiegewunsch kreuzungsnah	AV_6_5_Намерение поворота вблизи перекрестка
AV_6_7_Abbiegewunsch an Ampel	AV_6_7_Намерение поворота на светофоре
AV_6_8_Ampelphase grün	AV_6_8_Фаза светофора зеленая
AV_7_0_Riem. Startgenerator aufgeheizt	AV_7_0_Ременный стартер-генератор перегрет
AV_7_10_Batterietemperatur niedrig Perf.Batterie	AV_7_10_Температура батареи низкая, высокопроизв. батарея
AV_7_11_Batterietemperatur hoch Perf.Batterie	AV_7_11_Температура батареи высокая, высокопроизв. батарея
AV_7_12_Startspannungslage niedrig Perf.Batterie	AV_7_12_Напряжение пуска низкое, высокопроизв. батарея
AV_7_13_Batteriefehlfunktion Perf.Batterie	AV_7_13_Неисправность высокопроизводительной батареи
AV_7_14_Getriebe Ext (Retry)	AV_7_14_Коробка передач Ext (повтор)
AV_7_14_Getriebe Ext (Retry) (AT)	AV_7_14_Коробка передач Ext (повтор) (АКПП)
AV_7_2_VSU defekt	AV_7_2_Неисправность VSU
AV_7_3_Getriebe Ext (Getriebe in R (AT))	AV_7_3_Коробка передач Ext (передача R (АКПП))
AV_7_4_Getriebe Ext (Reaktion auf MSA passiv)	AV_7_4_Коробка передач Ext (реакция на MSA пассивна)
AV_7_4_Getriebe Ext (Reaktion auf MSA passiv)(AT)	AV_7_4_Коробка передач Ext (реакция на MSA пассивна) (АКПП)
AV_7_5_Getriebe Ext (Adaptive Getriebesteuerung)	AV_7_5_Коробка передач Ext (адаптивное управление коробкой)
AV_7_5_Getriebe Ext (Adaptive Getriebesteuerung)(AT)	AV_7_5_Коробка передач Ext (адаптивное управление коробкой) (АКПП)
AV_7_6_Vermeidung zu hoher Abgastemperaturen	AV_7_6_Предотвращение слишком высоких температур выхлопа
AV_7_7_Batteriefehlfunktion Basisbatterie	AV_7_7_Неисправность основной батареи
AV_7_8_Startfaehigkeit gefaehrdet Bordnetz	AV_7_8_Пусковая способность под угрозой, бортсеть
AV_7_9_Speicherladezustand niedrig Perf.Batterie	AV_7_9_Уровень заряда низкий, высокопроизв. батарея
AXIAL_PULL _IN	AXIAL_PULL _IN
Abbaubetrieb	Режим разгрузки
Abbiegelicht	Свет поворота
Abbiegelicht 1	Свет поворота 1
Abbiegelicht 2	Свет поворота 2
Abbiegelicht 3	Свет поворота 3
Abbiegelicht vorne links	Свет поворота, перед слева
Abbiegelicht vorne rechts	Свет поворота, перед справа
Abbild des Flexraysignals  ST_ILK_ERRM_FZM  (Fehlerspeichersperre)	Отображение сигнала Flexray ST_ILK_ERRM_FZM (блокировка памяти неисправностей)
Abbild des Flexraysignals ST_VEH_CON	Отображение сигнала Flexray ST_VEH_CON
Abblendfunktion beide Außenspiegel vorhanden	Функция затемнения, оба наружных зеркала присутствуют
Abblendfunktion nur Außenspiegel Fahrerseite  vorhanden	Функция затемнения, только зеркало со стороны водителя присутствует
